F=003A S=001A B=12FE P=0000 C=004C R=35C5 N=B778 V=FFE59C
F=003A S=001A B=1338 P=0000 C=004C R=35C5 N=BCE8 V=FFE59C
F=003A S=001A B=1372 P=0000 C=004C R=35C5 N=C258 V=FFE59C
F=003A S=001B B=13AC P=0000 C=004C R=35C5 N=C7C8 V=FFE59C
F=003A S=001B B=13E6 P=0000 C=004C R=35C5 N=CD38 V=FFE59C
F=003A S=001A B=1420 P=0000 C=004C R=35C5 N=D2A8 V=FFE59C
F=003A S=001B B=145A P=0000 C=004C R=35C5 N=D818 V=FFE59C
F=003A S=001A B=1494 P=0000 C=004C R=35C5 N=DD88 V=FFE59C
F=003A S=001A B=14CE P=0000 C=004C R=35C5 N=E2F8 V=FFE59C
F=003A S=001B B=1508 P=0000 C=004C R=35C5 N=E868 V=FFE59C
F=003A S=001A B=1542 P=0000 C=004C R=35C5 N=EDD8 V=FFE59C
F=003A S=001B B=157C P=0000 C=004C R=35C5 N=F348 V=FFE59C
F=003A S=001A B=15B6 P=0000 C=004C R=35C5 N=F8B8 V=FFE59C
F=003A S=001B B=15F0 P=0000 C=004C R=35C5 N=FE28 V=FFE59C
F=003A S=001A B=162A P=0000 C=004C R=35C5 N=0398 V=FFE59C
F=003A S=001A B=1664 P=0000 C=004C R=35C5 N=0908 V=FFE59C
F=003A S=001B B=169E P=0000 C=004C R=35C5 N=0E78 V=FFE59C
F=003A S=001A B=16D8 P=0000 C=004C R=35C5 N=13E8 V=FFE59C
F=003A S=001B B=1712 P=0000 C=004C R=35C5 N=1958 V=FFE59C
F=003A S=001B B=174C P=0000 C=004C R=35C5 N=1EC8 V=FFE59C
F=003A S=001A B=1786 P=0000 C=004C R=35C5 N=2438 V=FFE59C
F=003A S=001A B=17C0 P=0000 C=004C R=35C5 N=29A8 V=FFE59C
F=003A S=001A B=17FA P=0000 C=004C R=35C5 N=2F18 V=FFE59C
F=003A S=001B B=1834 P=0000 C=004C R=35C5 N=3488 V=FFE59C
F=003A S=001A B=186E P=0000 C=004C R=35C5 N=39F8 V=FFE59C
F=003A S=001B B=18A8 P=0000 C=004C R=35C5 N=3F68 V=FFE59C
F=003A S=001B B=18E2 P=0000 C=004C R=35C5 N=44D8 V=FFE59C
F=003A S=001A B=191C P=0000 C=004C R=35C5 N=4A48 V=FFE59C
F=003A S=001A B=1956 P=0000 C=004C R=35C5 N=4FB8 V=FFE59C
F=003A S=001A B=1990 P=0000 C=004C R=35C5 N=5528 V=FFE59C
F=003A S=001B B=19CA P=0000 C=004C R=35C5 N=5A98 V=FFE59C
F=003A S=001B B=1A04 P=0000 C=004C R=35C5 N=6008 V=FFE59C
F=003A S=001A B=1A3E P=0000 C=004C R=35C5 N=6578 V=FFE59C
F=003A S=001B B=1A78 P=0000 C=004C R=35C5 N=6AE8 V=FFE59C
